,Level_id,Agg_Level_1,Agg_Level_2,weight,scale
51,Level7,WI,HOBBIES_2,0.0015560325070296506,604.6888075313808
52,Level7,WI,HOUSEHOLD_1,0.05761165075301027,148579.85146443514
53,Level7,WI,HOUSEHOLD_2,0.016531241608844355,6026.041841004184
54,Level8,CA_1,FOODS,0.0619605266828096,382391.78974895395
55,Level8,CA_1,HOBBIES,0.01780969940331446,15781.516736401674
56,Level8,CA_1,HOUSEHOLD,0.031118059549994193,36513.35774058577
57,Level8,CA_2,FOODS,0.06034133285566138,198347.60826359832
58,Level8,CA_2,HOBBIES,0.012274885247308265,11472.285041841003
59,Level8,CA_2,HOUSEHOLD,0.03763029473464067,67544.75313807532
60,Level8,CA_3,FOODS,0.08153317501383087,427777.3148535565
61,Level8,CA_3,HOBBIES,0.018224860889486934,14647.449790794979
62,Level8,CA_3,HOUSEHOLD,0.05587015757153933,73687.42364016737
63,Level8,CA_4,FOODS,0.036909491581120855,53472.10774058577
64,Level8,CA_4,HOBBIES,0.010545128428395566,6191.622384937238
65,Level8,CA_4,HOUSEHOLD,0.01815372236453802,4575.975941422595
66,Level8,TX_1,FOODS,0.04123769080943701,178341.22175732217
67,Level8,TX_1,HOBBIES,0.00899939425268541,5192.112447698745
68,Level8,TX_1,HOUSEHOLD,0.02732341526656387,27057.824267782427
69,Level8,TX_2,FOODS,0.050510489750885866,301209.0622384937
70,Level8,TX_2,HOBBIES,0.014497003685828853,7954.854602510461
71,Level8,TX_2,HOUSEHOLD,0.030193896368452242,36675.56328451883
72,Level8,TX_3,FOODS,0.04983492988817328,171900.02039748954
73,Level8,TX_3,HOBBIES,0.017797085281428825,5244.734309623431
74,Level8,TX_3,HOUSEHOLD,0.02890270172586831,22976.254184100417
75,Level8,WI_1,FOODS,0.053084354899119564,224436.21757322174
76,Level8,WI_1,HOBBIES,0.011636396709384366,16045.914748953976
77,Level8,WI_1,HOUSEHOLD,0.022396672219628353,25677.067468619247
78,Level8,WI_2,FOODS,0.07902927982341704,355944.550209205
79,Level8,WI_2,HOBBIES,0.008559044542163897,3929.750523012552
80,Level8,WI_2,HOUSEHOLD,0.029033245081169518,34722.54079497908
81,Level8,WI_3,FOODS,0.05414457611234546,319594.06642259413
82,Level8,WI_3,HOBBIES,0.007735514199751449,5591.372907949791
83,Level8,WI_3,HOUSEHOLD,0.02271297506105668,23896.74529288703
84,Level9,CA_1,FOODS_1,0.005208469107560614,5812.943514644351
85,Level9,CA_1,FOODS_2,0.014867479485143737,11676.927824267783
86,Level9,CA_1,FOODS_3,0.0418845780901053,232519.5658995816
87,Level9,CA_1,HOBBIES_1,0.017207519153195433,14994.708682008368
88,Level9,CA_1,HOBBIES_2,0.0006021802501189875,217.211820083682
89,Level9,CA_1,HOUSEHOLD_1,0.022769223692976025,23409.26412133891
90,Level9,CA_1,HOUSEHOLD_2,0.008348835857018134,2168.3655857740587
91,Level9,CA_2,FOODS_1,0.009784369883725304,10128.885983263599
92,Level9,CA_2,FOODS_2,0.013025921740339029,4361.600418410042
93,Level9,CA_2,FOODS_3,0.03753104123159715,104733.97332635983
94,Level9,CA_2,HOBBIES_1,0.011629932238714103,10414.02039748954
95,Level9,CA_2,HOBBIES_2,0.0006449530085941305,249.2479079497908
96,Level9,CA_2,HOUSEHOLD_1,0.025602702837074227,37256.526150627615
97,Level9,CA_2,HOUSEHOLD_2,0.012027591897566404,5485.397489539749
98,Level9,CA_3,FOODS_1,0.007873805315195572,8802.417364016736
99,Level9,CA_3,FOODS_2,0.019715517668368147,15912.103033472804
100,Level9,CA_3,FOODS_3,0.05394385203026718,248603.4670502092
101,Level9,CA_3,HOBBIES_1,0.017347104229958228,13978.710774058578
102,Level9,CA_3,HOBBIES_2,0.0008777566595286686,281.56223849372384
103,Level9,CA_3,HOUSEHOLD_1,0.043701550569855876,50665.090481171545
104,Level9,CA_3,HOUSEHOLD_2,0.012168607001683401,3607.456589958159
105,Level9,CA_4,FOODS_1,0.004188566128246692,1669.6694560669457
106,Level9,CA_4,FOODS_2,0.01004564868755438,3851.2003138075315
107,Level9,CA_4,FOODS_3,0.02267527676531977,28743.59257322176
108,Level9,CA_4,HOBBIES_1,0.010278569728794117,6044.164748953975
109,Level9,CA_4,HOBBIES_2,0.0002665586996014238,66.95970695970696
110,Level9,CA_4,HOUSEHOLD_1,0.012789897859896053,2969.3561715481173
111,Level9,CA_4,HOUSEHOLD_2,0.0053638245046419295,591.1114016736402
112,Level9,TX_1,FOODS_1,0.004506128247494406,2460.1166317991633
113,Level9,TX_1,FOODS_2,0.010010911829062216,7403.22280334728
114,Level9,TX_1,FOODS_3,0.026720650732880352,108737.45449790795
115,Level9,TX_1,HOBBIES_1,0.008484000121605688,4808.714435146443
116,Level9,TX_1,HOBBIES_2,0.0005153941310796953,146.8718619246862
117,Level9,TX_1,HOUSEHOLD_1,0.021030897381784004,19536.04288702929
118,Level9,TX_1,HOUSEHOLD_2,0.006292517884779846,1476.1161087866108
119,Level9,TX_2,FOODS_1,0.005027103753993887,4314.416317991632
120,Level9,TX_2,FOODS_2,0.011299934751000025,10114.596234309623
121,Level9,TX_2,FOODS_3,0.03418345124589196,185426.95868200838
122,Level9,TX_2,HOBBIES_1,0.01382744406848866,7010.032949790795
123,Level9,TX_2,HOBBIES_2,0.000669559617340154,397.135460251046
124,Level9,TX_2,HOUSEHOLD_1,0.02305594150953341,26062.343096234308
125,Level9,TX_2,HOUSEHOLD_2,0.007137954858918804,1685.3917364016736
126,Level9,TX_3,FOODS_1,0.0064828796044629705,3286.585251046025
127,Level9,TX_3,FOODS_2,0.013115365149014128,8238.304916317991
128,Level9,TX_3,FOODS_3,0.03023668513469623,105300.5120292887
129,Level9,TX_3,HOBBIES_1,0.016938033699848545,4850.143828451883
130,Level9,TX_3,HOBBIES_2,0.0008590515815802385,278.2787656903766
131,Level9,TX_3,HOUSEHOLD_1,0.02303237807372675,17071.133368200837
132,Level9,TX_3,HOUSEHOLD_2,0.0058703236521415285,905.2316945606694
133,Level9,WI_1,FOODS_1,0.006279204756985995,5377.181485355649
134,Level9,WI_1,FOODS_2,0.016574153101316474,11130.02039748954
135,Level9,WI_1,FOODS_3,0.030230997040817185,110814.99790794979
136,Level9,WI_1,HOBBIES_1,0.011107750813624872,14766.567468619247
137,Level9,WI_1,HOBBIES_2,0.0005286458957594629,185.22803347280336
138,Level9,WI_1,HOUSEHOLD_1,0.016255996026658344,16906.337343096235
139,Level9,WI_1,HOUSEHOLD_2,0.006140676192969976,1345.9738493723848
140,Level9,WI_2,FOODS_1,0.008156238385613305,4598.308577405858
141,Level9,WI_2,FOODS_2,0.030534741787550994,34362.2160041841
142,Level9,WI_2,FOODS_3,0.04033829965025285,159551.58525104602
143,Level9,WI_2,HOBBIES_1,0.008066573536135227,3532.830020920502
144,Level9,WI_2,HOBBIES_2,0.0004924710060286455,153.05648535564853
145,Level9,WI_2,HOUSEHOLD_1,0.024114212442916134,28619.58629707113
146,Level9,WI_2,HOUSEHOLD_2,0.0049190326382533315,656.1385983263598
147,Level9,WI_3,FOODS_1,0.005118700207584745,3376.3833682008367
148,Level9,WI_3,FOODS_2,0.015452536758472957,14914.752092050208
149,Level9,WI_3,FOODS_3,0.03357333914628779,186363.89435146443
150,Level9,WI_3,HOBBIES_1,0.007200598594509891,5188.632845188285
151,Level9,WI_3,HOBBIES_2,0.0005349156052415356,163.85721757322176
152,Level9,WI_3,HOUSEHOLD_1,0.01724144228343568,17442.81589958159
153,Level9,WI_3,HOUSEHOLD_2,0.00547153277762097,888.5758368200837
154,Level10,FOODS_1_001,X,9.621736287721824e-05,33.70292887029289
155,Level10,FOODS_1_002,X,0.0002731565683457496,10.541317991631798
156,Level10,FOODS_1_003,X,0.00012409222443836442,24.913702928870293
157,Level10,FOODS_1_004,X,0.0,789.9237905897945
158,Level10,FOODS_1_005,X,0.0005203965588579448,71.7913179916318
159,Level10,FOODS_1_006,X,0.0002051128787156316,60.48587866108787
160,Level10,FOODS_1_008,X,4.722291822667376e-05,7.4505761067313525
161,Level10,FOODS_1_009,X,5.976233719081879e-07,25.006613756613756
162,Level10,FOODS_1_010,X,0.0002958582525938154,13.418131868131868
163,Level10,FOODS_1_011,X,0.0002002038295892429,28.39958158995816
164,Level10,FOODS_1_012,X,0.002687952517115606,217.4967032967033
165,Level10,FOODS_1_013,X,0.00015767652357041918,109.93357740585775
166,Level10,FOODS_1_014,X,8.654333454445444e-05,39.27593659942363
167,Level10,FOODS_1_015,X,0.0001787934386983357,35.57255936675462
168,Level10,FOODS_1_016,X,0.00010672379519228272,30.906903765690377
169,Level10,FOODS_1_017,X,0.00014223436251414873,17.43679682329583
170,Level10,FOODS_1_018,X,0.0007619964787977567,568.2149581589958
171,Level10,FOODS_1_019,X,0.00043127063759917293,230.8828451882845
172,Level10,FOODS_1_020,X,0.00020592393900607843,25.6663179916318
173,Level10,FOODS_1_021,X,7.408395442476143e-05,198.6700942587832
174,Level10,FOODS_1_022,X,8.812276774164036e-05,5.350385423966363
175,Level10,FOODS_1_023,X,0.0010750203955650422,70.03571428571429
176,Level10,FOODS_1_024,X,0.0003397168713920241,37.50784518828452
177,Level10,FOODS_1_025,X,0.00020847717814409685,32.731726907630524
178,Level10,FOODS_1_026,X,0.0002588509588806973,16.55439330543933
179,Level10,FOODS_1_027,X,0.0003367607700702638,155.44392156862745
180,Level10,FOODS_1_028,X,0.00026533410528130846,51.12237442922375
181,Level10,FOODS_1_029,X,0.00010366897929569843,10.731891891891891
182,Level10,FOODS_1_030,X,0.00012905463279438775,16.014121338912133
183,Level10,FOODS_1_031,X,0.00034850513651285233,47.4581589958159
184,Level10,FOODS_1_032,X,0.0004730188988653307,647.0083682008368
185,Level10,FOODS_1_033,X,7.744825385322668e-05,7.5682944090587405
186,Level10,FOODS_1_034,X,0.0003273508699241915,8.959172563962984
187,Level10,FOODS_1_035,X,0.0002223692535794805,28.02458158995816
188,Level10,FOODS_1_036,X,0.000210854331824321,48.67520920502092
189,Level10,FOODS_1_037,X,0.00030731714715785853,63.68933054393305
190,Level10,FOODS_1_038,X,0.00044022431633186887,23.13214472994232
191,Level10,FOODS_1_039,X,7.873687924890375e-05,12.547101449275363
192,Level10,FOODS_1_040,X,0.00016288972030572546,46.26778242677824
193,Level10,FOODS_1_041,X,0.00012609853147262762,26.635460251046027
194,Level10,FOODS_1_042,X,0.0002820088645421396,220.474175035868
195,Level10,FOODS_1_043,X,0.0,830.0727848101266
196,Level10,FOODS_1_044,X,0.00020811700334406291,57.84571129707113
197,Level10,FOODS_1_045,X,0.00012679753738084167,53.94560669456067
198,Level10,FOODS_1_046,X,0.00039084034930499134,555.0266736401674
199,Level10,FOODS_1_047,X,0.00027672630080830825,48.47803347280335
200,Level10,FOODS_1_048,X,0.00023293438104714313,13.618325242718447
201,Level10,FOODS_1_049,X,8.008153183569717e-05,27.501046025104603
202,Level10,FOODS_1_050,X,0.0002297434991149905,9.258044930176078
203,Level10,FOODS_1_051,X,0.0003830579056627763,29.19494584837545
204,Level10,FOODS_1_052,X,8.628187431924462e-05,34.598995695839314
205,Level10,FOODS_1_053,X,0.0001855220375552663,10.95449790794979
206,Level10,FOODS_1_054,X,0.00015372260465449088,47.86035564853557
207,Level10,FOODS_1_055,X,0.0007222225090280814,408.11140167364016
208,Level10,FOODS_1_056,X,1.723503117199506e-06,13.141914191419142
209,Level10,FOODS_1_057,X,1.1258797452913181e-06,10.617571059431524
210,Level10,FOODS_1_058,X,8.003884445198943e-07,222.60151802656546
211,Level10,FOODS_1_059,X,0.0005603652898157867,26.73446948873007
212,Level10,FOODS_1_060,X,5.020036324028778e-05,17.274861878453038
213,Level10,FOODS_1_061,X,0.000347219179078657,101.44142259414225
214,Level10,FOODS_1_062,X,0.00017657903066849737,19.65899581589958
215,Level10,FOODS_1_063,X,0.00018724820863394751,35.12029288702929
216,Level10,FOODS_1_064,X,0.00010168668391477083,17.30387029288703
217,Level10,FOODS_1_065,X,0.00020778084019736458,26.074267782426777
218,Level10,FOODS_1_066,X,9.506480351710958e-05,46.78817991631799
219,Level10,FOODS_1_067,X,0.00034363343884720796,237.77510460251045
220,Level10,FOODS_1_068,X,6.383898233490677e-05,16.576576576576578
221,Level10,FOODS_1_069,X,0.00034463659236433954,70.43828451882845
222,Level10,FOODS_1_070,X,5.8444364218842685e-05,31.179155900086133
223,Level10,FOODS_1_071,X,0.00015847691201493908,35.70103916866507
224,Level10,FOODS_1_072,X,0.0003380840789652033,15.307027027027027
225,Level10,FOODS_1_073,X,8.993164562625536e-05,19.259937238493723
226,Level10,FOODS_1_074,X,0.00016434642727475163,40.57531380753138
227,Level10,FOODS_1_075,X,0.00010577933682774924,22.59937238493724
228,Level10,FOODS_1_076,X,0.00046607953105134303,18.57949790794979
229,Level10,FOODS_1_077,X,6.213148698659767e-05,5.700860357379219
230,Level10,FOODS_1_078,X,0.00015040899649417853,17.127586206896552
231,Level10,FOODS_1_079,X,6.05733974812656e-05,4.0901940220241215
232,Level10,FOODS_1_080,X,0.0003943513866149519,15.44194560669456
233,Level10,FOODS_1_081,X,0.00036787186890875205,30.43296703296703
234,Level10,FOODS_1_082,X,0.0004009519233207593,470.49164467897975
235,Level10,FOODS_1_083,X,0.00022304157987287722,115.31223849372385
236,Level10,FOODS_1_084,X,0.0001633619494879922,4.2803347280334725
237,Level10,FOODS_1_085,X,0.0005774535831062864,556.2897489539749
238,Level10,FOODS_1_086,X,0.0002792715360618816,109.53294979079497
239,Level10,FOODS_1_087,X,0.001263503870365032,97.8076923076923
240,Level10,FOODS_1_088,X,0.0006155947604491412,103.15847280334728
241,Level10,FOODS_1_089,X,0.00014112449053774778,9.219808861859253
242,Level10,FOODS_1_090,X,0.00023989242459150273,29.5
243,Level10,FOODS_1_091,X,5.976233719081879e-07,19.576882845188283
244,Level10,FOODS_1_092,X,0.00015426153287380099,68.62815884476534
245,Level10,FOODS_1_093,X,0.00019868842746761855,11.314285714285715
246,Level10,FOODS_1_094,X,0.0003041155933797791,45.17625523012552
247,Level10,FOODS_1_095,X,0.00010580068051960311,23.609832635983263
248,Level10,FOODS_1_096,X,0.0071230969814270245,340.42782426778246
249,Level10,FOODS_1_097,X,0.00016315118053093522,88.70014347202296
250,Level10,FOODS_1_098,X,0.0004299153131664525,16.433762301286905
251,Level10,FOODS_1_099,X,0.0004132779053663657,382.29573712255774
252,Level10,FOODS_1_101,X,8.804272889718838e-05,20.778242677824267
253,Level10,FOODS_1_102,X,0.00011017613734964518,19.77092050209205
254,Level10,FOODS_1_103,X,0.0002677886298445027,45.61192468619247
255,Level10,FOODS_1_104,X,0.0006393983127891627,138.657949790795
256,Level10,FOODS_1_105,X,0.00012097070950473682,21.047229219143578
257,Level10,FOODS_1_106,X,0.0004401175978725996,89.53451882845188
258,Level10,FOODS_1_107,X,0.0003491774628062491,13.567539267015707
259,Level10,FOODS_1_108,X,0.0002814699363228295,56.59623430962343
260,Level10,FOODS_1_109,X,0.00012370803798499489,16.896103896103895
261,Level10,FOODS_1_110,X,3.2015537780795773e-06,367.39265357821404
262,Level10,FOODS_1_111,X,0.00016113953757370867,7.09469696969697
263,Level10,FOODS_1_112,X,0.00016534424486891979,55.10930962343096
264,Level10,FOODS_1_113,X,0.0002604570716927005,300.55327597617475
265,Level10,FOODS_1_114,X,0.00011805729556668443,13.18723849372385
266,Level10,FOODS_1_115,X,0.0001713898455865267,37.5035035035035
267,Level10,FOODS_1_116,X,0.00020663895268318284,43.23692468619247
268,Level10,FOODS_1_117,X,0.00012191516786927031,26.093096234309623
269,Level10,FOODS_1_118,X,6.092023247389089e-05,26.817854571634268
270,Level10,FOODS_1_119,X,8.40567944434793e-05,12.164748953974895
271,Level10,FOODS_1_120,X,0.0,72.77200759974667
272,Level10,FOODS_1_121,X,9.404564223108759e-05,72.86453974895397
273,Level10,FOODS_1_122,X,0.00015953342476170536,30.561643835616437
274,Level10,FOODS_1_123,X,0.00025028146660137097,41.68566945606695
275,Level10,FOODS_1_124,X,0.00017809176482863997,35.13598326359833
276,Level10,FOODS_1_125,X,0.00029864093641926296,11.464912280701755
277,Level10,FOODS_1_126,X,0.0,7.110596026490066
278,Level10,FOODS_1_127,X,0.00016006701705805198,47.47698744769875
279,Level10,FOODS_1_128,X,0.0001367063463239979,26.27562761506276
280,Level10,FOODS_1_129,X,0.0017232043055135518,73.52824267782427
281,Level10,FOODS_1_130,X,0.00021465350897430872,33.47384937238494
282,Level10,FOODS_1_131,X,7.897165985929625e-05,15.69785575048733
283,Level10,FOODS_1_132,X,0.00011451957864190648,48.61586802827966
284,Level10,FOODS_1_133,X,0.00015133744708982163,45.97018828451883
285,Level10,FOODS_1_134,X,0.00011251860753060674,36.44627192982456
286,Level10,FOODS_1_135,X,0.0001694582414737521,24.647489539748953
287,Level10,FOODS_1_136,X,9.335730816880048e-05,9.395397489539748
288,Level10,FOODS_1_137,X,0.0002940093552869745,206.43253138075315
289,Level10,FOODS_1_138,X,0.00015372794057745442,38.23326359832636
290,Level10,FOODS_1_139,X,0.0002146588448972722,105.19452449567723
291,Level10,FOODS_1_140,X,0.0002104327939102072,14.434623430962343
292,Level10,FOODS_1_141,X,0.000115223920473084,12.53765690376569
293,Level10,FOODS_1_142,X,0.00013846720090194173,68.73012552301255
294,Level10,FOODS_1_143,X,0.0001259277819377967,44.13336820083682
295,Level10,FOODS_1_144,X,0.00043017677339166245,21.82897489539749
296,Level10,FOODS_1_145,X,0.00011765710134442449,57.74156496769562
297,Level10,FOODS_1_146,X,0.00010458409008393288,19.152719665271967
298,Level10,FOODS_1_147,X,0.000229228582549016,12.69047619047619
299,Level10,FOODS_1_148,X,9.566776281198124e-05,10.056722689075631
300,Level10,FOODS_1_149,X,9.09881583730216e-05,42.759393063583815
301,Level10,FOODS_1_150,X,0.0005536126793055207,86.2133891213389
302,Level10,FOODS_1_151,X,0.0003000923074653256,10.590871369294605
303,Level10,FOODS_1_152,X,0.0005363402966727812,32.54916317991632
304,Level10,FOODS_1_153,X,0.0001415727080666789,38.3739539748954
305,Level10,FOODS_1_154,X,0.0002985448898059206,182.20502092050208
306,Level10,FOODS_1_155,X,9.674028332763791e-05,60.18220946915351
307,Level10,FOODS_1_156,X,0.00012490328472881127,15.957671957671957
308,Level10,FOODS_1_157,X,0.00030043647449646925,21.295432458697764
309,Level10,FOODS_1_158,X,0.00011112593163714212,9.950819672131148
310,Level10,FOODS_1_159,X,0.00026956282422985515,23.987354085603112
311,Level10,FOODS_1_160,X,0.00010637696019965744,11.128571428571428
312,Level10,FOODS_1_161,X,0.0003041155933797791,289.1992677824268
313,Level10,FOODS_1_162,X,0.0006008355975321943,384.463590483057
314,Level10,FOODS_1_163,X,8.716230160821649e-05,185.8361581920904
315,Level10,FOODS_1_164,X,0.00020098554230339068,12.679494227597582
316,Level10,FOODS_1_166,X,0.0002880544652597465,73.69037656903765
317,Level10,FOODS_1_167,X,0.0001646719185755231,17.678347280334727
318,Level10,FOODS_1_168,X,0.0001141460640344639,30.211297071129707
319,Level10,FOODS_1_169,X,9.377351015995082e-05,31.21625441696113
320,Level10,FOODS_1_170,X,0.0019161859633717434,164.5346153846154
321,Level10,FOODS_1_171,X,0.0003276977049168168,15.57857142857143
322,Level10,FOODS_1_172,X,0.000227150240554746,60.65428870292887
323,Level10,FOODS_1_173,X,0.00048716976656444237,330.9382845188284
324,Level10,FOODS_1_174,X,0.00021130254935325206,23.690376569037657
325,Level10,FOODS_1_175,X,0.00011130735301789996,24.327380952380953
326,Level10,FOODS_1_176,X,9.09881583730216e-05,31.071204188481676
327,Level10,FOODS_1_177,X,0.0004911450291722247,19.330543933054393
328,Level10,FOODS_1_178,X,0.0003914059571391187,21.176778242677823
329,Level10,FOODS_1_179,X,6.303859389038689e-05,17.368316831683167
330,Level10,FOODS_1_180,X,0.0004785229034021458,81.9607740585774
331,Level10,FOODS_1_181,X,0.00020213009777905405,69.40159045725646
332,Level10,FOODS_1_182,X,0.00021898627842064307,68.61566888396156
333,Level10,FOODS_1_183,X,0.00029973480062677344,77.43619246861925
334,Level10,FOODS_1_184,X,0.0001806209923133228,440.07178841309826
335,Level10,FOODS_1_185,X,0.00017605344225659595,36.38232217573222
336,Level10,FOODS_1_186,X,0.0002137890894542273,9.827700463883366
337,Level10,FOODS_1_187,X,0.0009785709200389131,59.085998951232305
338,Level10,FOODS_1_188,X,0.00019637797282443783,28.23164556962025
339,Level10,FOODS_1_189,X,7.769103834806443e-05,13.507590759075908
340,Level10,FOODS_1_190,X,8.582832086735e-05,107.64199655765921
341,Level10,FOODS_1_191,X,0.00020779684796625494,13.85989010989011
342,Level10,FOODS_1_192,X,1.1258797452913181e-06,43.23640167364017
343,Level10,FOODS_1_193,X,0.00031254368370057357,25.55
344,Level10,FOODS_1_194,X,0.0005004989021271804,56.93880753138075
345,Level10,FOODS_1_195,X,0.00012490328472881127,25.396966527196653
346,Level10,FOODS_1_196,X,0.00019476118816650763,86.06485355648536
347,Level10,FOODS_1_197,X,9.860785636485098e-05,10.716004184100418
348,Level10,FOODS_1_198,X,0.00016802821411954314,19.235878661087867
349,Level10,FOODS_1_199,X,0.0003870678517698209,25.61208791208791
350,Level10,FOODS_1_200,X,0.0003868490789283188,429.2639087018545
351,Level10,FOODS_1_201,X,0.00026773527061486814,70.94874476987448
352,Level10,FOODS_1_202,X,0.00010570463390626071,71.42304385210662
353,Level10,FOODS_1_203,X,9.741260962103461e-05,44.64853556485355
354,Level10,FOODS_1_204,X,0.0003257580969195969,295.5416666666667
355,Level10,FOODS_1_205,X,0.00037752722151114374,25.872438863185725
356,Level10,FOODS_1_206,X,0.0001594480499942899,278.9283472803347
357,Level10,FOODS_1_207,X,0.00023827030401060904,32.14016736401673
358,Level10,FOODS_1_208,X,0.0002269474754821343,72.4774834437086
359,Level10,FOODS_1_209,X,3.585740231449127e-06,29.925732217573223
360,Level10,FOODS_1_210,X,1.6007768890397886e-06,162.8481449525453
361,Level10,FOODS_1_211,X,0.00010515503384102371,7.148351648351649
362,Level10,FOODS_1_212,X,0.00015794865564155598,4.956320317670417
363,Level10,FOODS_1_213,X,7.111718125707436e-05,23.11663179916318
364,Level10,FOODS_1_214,X,0.00014241578389490654,23.077879935100054
365,Level10,FOODS_1_215,X,0.00024250702684360106,135.56077904633983
366,Level10,FOODS_1_216,X,0.00034371881361462345,41.71861924686193
367,Level10,FOODS_1_217,X,0.0009142356968684043,215.63702928870293
368,Level10,FOODS_1_218,X,0.0006912794917629424,1391.9989539748954
369,Level10,FOODS_1_219,X,0.00039263855534367947,113.79654811715481
370,Level10,FOODS_2_001,X,0.00022518662090419053,17.90062761506276
371,Level10,FOODS_2_002,X,0.0003741655900441602,115.34470989761093
372,Level10,FOODS_2_003,X,0.0001619025745574842,32.89696652719665
373,Level10,FOODS_2_004,X,0.0004062478268619993,35.08682328907048
374,Level10,FOODS_2_005,X,0.00026805009006971263,16.797071129707113
375,Level10,FOODS_2_006,X,0.00020779951592773672,3.9152542372881354
376,Level10,FOODS_2_007,X,8.030030467719927e-05,14.861271676300579
377,Level10,FOODS_2_008,X,2.134369185386385e-06,26.85732814526589
378,Level10,FOODS_2_009,X,0.00012546889256293865,52.43043933054393
379,Level10,FOODS_2_010,X,0.00015701753708443112,18.915271966527197
380,Level10,FOODS_2_011,X,0.0001560757466813794,16.681485355648537
381,Level10,FOODS_2_012,X,9.066800299521365e-05,13.859832635983263
382,Level10,FOODS_2_013,X,0.0009967984328821129,218.81119246861925
383,Level10,FOODS_2_014,X,0.00020409371742960962,49.33002092050209
384,Level10,FOODS_2_015,X,0.00016228676101085376,18.8739837398374
385,Level10,FOODS_2_016,X,0.0004172024767059949,321.0138888888889
386,Level10,FOODS_2_017,X,0.00012138157557292368,10.47145488029466
387,Level10,FOODS_2_018,X,0.0008901493406113188,45.69508368200837
388,Level10,FOODS_2_019,X,0.001096964378752296,335.59728033472805
389,Level10,FOODS_2_020,X,0.00017808642890567648,34.06537656903766
390,Level10,FOODS_2_021,X,0.0004087850582311273,727.2306485355649
391,Level10,FOODS_2_022,X,0.0009367052684675594,35.37186192468619
392,Level10,FOODS_2_023,X,0.00010074222555023737,51.37789904502046
393,Level10,FOODS_2_024,X,0.000248942149937541,34.85251046025105
394,Level10,FOODS_2_025,X,0.0002947830641166771,13.401150627615063
395,Level10,FOODS_2_026,X,0.0004313986997502961,81.98326359832636
